sdv_primary_key,media_type,has_media,text_len,timestamp_hour,timestamp_minute,asks_for_reply,deadline,has_direct_mention,is_greeting,opt_out,otp,payment,promotional,suspicious_link,is_forwarded,has_url,n_mentions,chat_type,is_group,recent_messages_count,group_muted_by_user,membership_role,membership_messages_read_30d,membership_messages_sent_30d,membership_replies_sent_30d,membership_notifications_dismissed_30d,group_member_count,group_admin_count,group_messages_30d,group_type,sender_is_business,sender_is_verified,sender_type,sender_messages_opened_30d,sender_messages_replied_30d,sender_messages_reported_30d,sender_notifications_dismissed_30d,user_messages_opened_30d,user_messages_replied_30d,user_messages_reported_30d,user_notifications_dismissed_30d,has_quiet_hours,is_in_quiet_hours,is_business,business_is_verified,business_account_age_days,business_domain_age_days,business_messages_sent_30d,business_user_reports_30d,business_category,domain_matches_official,purchase_history_count,rel_activity_count_180d,rel_messages_opened_30d,rel_messages_dismissed_30d,rel_messages_replied_30d,rel_allows_promotions,rel_opted_out,subscription,hist_message_opened,hist_message_replied,hist_message_reported,hist_muted_after_message,hist_notification_dismissed,similar_messages_count,priority,confidence,action,message_type,message_id
4247,image,False,220,15,6,False,False,False,False,False,False,False,False,False,True,False,0,business,True,2,False,none,3,0,0,1,33,0,263,none,True,True,group,10,18,1,0,96,9,1,18,True,False,False,True,546,431,1297,38,none,True,6,6,8,0,2,none,False,none,2,1,6,18,18,5,3,0.75,mute,forward,synthetic
4248,image,True,81,7,52,False,False,False,False,False,False,False,False,False,True,False,0,personal,True,18,True,admin,18,19,11,9,234,4,921,local_food,False,False,group,97,27,4,53,64,5,2,29,True,False,False,False,0,0,0,7,none,False,0,0,2,0,2,none,False,none,6,1,9,11,11,5,-5,0.75,digest,personal,synthetic
4249,none,False,77,11,17,True,True,False,False,False,False,False,False,False,False,False,0,group,True,0,False,none,5,1,2,0,68,1,351,society,False,False,group,89,24,4,55,53,9,2,20,True,False,False,False,0,0,0,10,none,False,0,0,1,0,0,none,True,none,5,2,4,7,7,5,8,0.78,mute,forward,synthetic
4250,none,False,155,16,23,False,False,False,False,False,False,False,False,False,True,False,0,group,False,4,False,member,2,0,1,7,80,1,377,local_food,False,True,group,74,17,3,34,110,36,2,13,True,False,False,True,0,0,1,8,none,False,0,0,5,0,1,none,False,none,8,3,2,1,1,5,-12,0.77,notify,urgent,synthetic
4251,none,False,99,14,25,False,False,False,False,False,False,True,False,False,False,False,0,group,False,0,False,member,3,0,0,1,1,0,30,marketplace,False,False,group,80,26,4,42,20,3,0,57,True,False,False,False,0,0,0,7,ecommerce_delivery,False,0,0,1,0,2,0,False,none,0,0,8,17,17,1,6,0.87,mute,promotion,synthetic
4252,none,False,172,13,46,True,False,False,False,False,False,False,False,False,True,False,0,group,False,0,False,none,10,18,11,8,155,3,634,marketplace,False,False,group,83,28,4,29,20,5,3,80,True,False,False,False,0,0,0,4,none,False,0,0,2,0,1,none,True,none,1,6,6,9,9,5,0,0.8,mute,promotion,synthetic
4253,none,False,48,16,20,False,False,False,False,False,False,False,False,False,False,False,0,group,False,19,False,admin,6,7,4,6,165,2,714,none,False,False,personal,95,28,3,57,41,5,2,23,True,False,False,False,0,0,0,0,none,False,0,0,2,0,1,none,False,none,18,13,9,12,12,5,-3,0.77,mute,scam,synthetic
4254,none,False,132,18,40,False,False,False,False,False,False,False,False,False,False,False,0,group,False,8,False,member,2,1,1,0,0,0,1,none,False,False,group,58,20,3,36,68,22,1,34,True,False,True,False,0,0,0,4,none,False,0,0,5,3,2,none,False,old_sale_subscription,22,22,7,8,8,5,0,0.79,mute,spam,synthetic
4255,image,False,217,21,31,False,False,False,False,False,False,False,False,False,False,False,0,business,True,5,False,none,22,19,12,3,211,3,816,school_group,False,False,group,97,25,0,35,57,7,1,31,True,False,False,False,0,0,0,2,none,False,0,0,5,0,1,none,False,old_retail_coupon_list,9,0,9,12,12,5,-4,0.77,digest,personal,synthetic
4256,none,False,181,13,4,False,False,False,False,False,False,True,False,False,False,True,0,group,False,1,False,member,2,2,0,1,3,0,54,none,True,False,group,20,14,2,4,115,13,0,17,True,False,False,False,17,13,235,45,none,True,0,0,4,0,1,none,False,none,2,6,1,11,11,5,-11,0.83,mute,promotion,synthetic
4257,none,False,179,13,37,False,False,False,False,False,False,True,False,False,True,False,0,group,True,0,False,none,2,2,1,7,58,0,331,family,False,False,personal,72,17,2,50,23,4,2,72,True,False,True,False,0,0,0,19,none,False,0,0,0,0,0,none,True,none,1,0,9,15,15,5,-13,0.98,notify,payment,synthetic
4258,none,False,185,7,47,False,False,False,False,False,False,False,True,False,False,False,0,group,True,8,False,member,23,18,11,2,53,3,319,coworker,False,True,group,87,25,2,38,83,23,1,48,True,False,False,False,0,0,0,1,food_delivery,True,5,5,8,0,2,0,True,none,17,20,0,1,1,5,10,0.76,digest,greeting,synthetic
4259,none,True,157,21,49,False,False,False,False,False,False,False,False,False,False,False,0,group,True,0,False,none,2,0,0,2,58,1,390,none,False,False,group,20,29,3,46,96,31,0,14,True,False,True,False,0,0,0,16,none,False,0,0,3,0,2,none,False,none,6,3,5,0,0,5,-4,0.75,digest,personal,synthetic
4260,none,False,117,19,2,False,False,False,False,False,False,True,False,False,False,False,0,group,True,8,False,none,3,3,3,5,0,1,2,none,True,False,group,65,12,1,4,33,17,3,70,True,True,False,False,33,24,198,51,none,False,0,0,6,0,1,none,False,none,12,21,4,7,7,1,-1,0.83,digest,promotion,synthetic
4261,none,False,227,13,34,False,False,False,False,True,False,False,False,False,False,False,0,group,False,5,False,none,4,2,2,2,1,0,10,coworker,False,False,group,62,20,3,7,102,41,2,21,True,False,False,True,0,0,2,31,ecommerce_delivery,False,0,0,4,0,1,none,False,none,17,22,1,0,0,5,-12,0.75,digest,personal,synthetic
4262,none,True,226,16,4,False,False,False,False,False,True,False,False,False,False,False,0,personal,False,0,False,none,2,0,3,0,0,0,0,college_faculty,False,False,personal,96,31,3,53,33,17,4,62,True,False,False,False,0,0,0,0,none,False,0,0,5,0,2,none,True,none,4,5,6,0,0,5,-19,0.76,mute,forward,synthetic
4263,none,False,142,20,27,False,False,False,False,False,False,True,False,False,False,False,0,business,True,0,False,member,8,2,2,3,75,2,397,school_group,False,False,group,73,26,3,44,37,14,3,32,True,False,True,False,0,0,1,18,none,False,0,0,5,0,1,none,False,none,7,3,4,0,0,5,9,0.75,digest,personal,synthetic
4264,none,True,108,17,56,False,False,True,False,True,False,False,True,False,False,False,1,business,False,17,False,admin,4,1,1,6,83,1,433,none,False,False,business,27,11,0,4,118,41,1,13,True,False,False,False,61,50,347,44,none,False,0,0,6,0,1,none,False,old_sale_subscription,18,13,2,1,1,0,-9,0.75,digest,personal,synthetic
4265,voice,True,106,14,11,False,False,False,False,False,False,False,True,False,False,False,0,group,True,16,False,member,6,2,5,5,18,1,159,marketplace,False,True,group,71,25,0,15,115,41,1,14,True,False,False,False,0,0,15,22,none,True,5,5,8,0,2,0,False,none,16,20,1,0,0,5,-5,0.77,digest,personal,synthetic
4266,none,False,168,21,26,False,False,False,False,False,False,False,False,False,False,False,0,group,True,3,False,member,5,3,3,1,5,1,71,marketplace,True,False,group,20,14,1,5,118,41,0,13,True,False,False,False,148,115,546,32,bank,True,0,0,7,0,2,none,False,none,20,22,0,2,2,5,-5,0.75,mute,promotion,synthetic
4267,none,False,109,21,5,False,False,True,False,False,False,False,False,False,False,False,1,group,True,19,False,admin,18,17,10,8,123,4,533,real_estate,False,False,group,96,27,3,49,114,35,2,21,True,True,True,False,0,0,0,0,none,False,0,0,4,0,1,none,False,none,23,23,3,2,2,5,-2,0.79,digest,personal,synthetic
4268,none,False,176,9,7,False,False,False,False,False,False,False,False,False,False,False,0,group,False,4,False,none,1,0,0,0,0,0,12,society,False,False,group,42,23,3,10,45,14,3,29,True,False,False,False,0,0,17,42,none,False,0,0,5,0,2,none,False,none,18,15,8,1,1,5,-15,0.75,mute,spam,synthetic
4269,none,False,211,21,2,True,True,False,False,False,False,False,False,False,False,False,0,group,True,14,False,none,23,19,11,9,239,4,952,school_group,False,False,personal,97,31,4,58,66,7,1,30,True,False,False,False,0,0,0,0,none,False,0,0,1,0,1,none,False,none,6,3,3,1,1,5,1,0.77,digest,personal,synthetic
4270,none,False,177,18,16,True,False,False,False,False,True,False,False,False,True,False,0,group,True,12,False,admin,8,8,5,5,49,2,312,none,False,False,group,62,24,2,33,76,18,0,44,True,True,False,False,0,0,0,31,none,False,0,0,2,0,1,none,False,none,15,12,9,17,17,5,-50,0.98,mute,scam,synthetic
4271,none,False,200,14,56,True,False,False,False,True,False,False,False,False,True,False,0,business,True,19,False,admin,24,19,12,6,241,3,962,college_faculty,False,True,business,80,7,0,6,109,33,2,21,True,False,False,False,0,0,4,49,cinema,False,0,0,6,0,0,none,False,none,21,23,5,4,4,5,-12,0.79,mute,promotion,synthetic
4272,none,False,181,9,18,True,False,False,False,True,False,False,False,False,False,False,0,group,True,2,True,member,8,8,2,8,44,1,272,local_food,False,False,group,61,26,4,38,35,3,3,78,True,False,False,True,0,0,0,3,none,False,0,0,4,2,2,none,True,food_promotions_opted_out,0,0,1,7,7,5,0,0.75,notify,event,synthetic
4273,none,False,191,14,26,False,False,False,False,False,False,True,False,False,False,False,0,business,False,5,False,none,1,0,0,3,3,0,47,none,True,True,group,12,15,1,2,111,28,0,28,True,True,False,True,18,14,134,43,healthcare,False,0,0,6,0,1,none,False,none,16,13,0,3,3,5,-12,0.83,notify,business_update,synthetic
4274,voice,False,88,15,45,False,False,False,False,False,False,False,False,False,True,False,0,business,False,7,False,none,1,0,1,0,0,0,1,none,True,False,business,11,10,0,0,22,6,4,56,True,False,True,True,4424,3462,5137,55,ecommerce,False,7,7,8,1,2,0,False,upcoming_clinic_appointment,15,16,9,12,12,4,-7,0.76,digest,business_update,synthetic
4275,none,False,207,20,35,False,False,False,False,False,False,False,False,False,True,False,0,group,True,5,False,member,6,15,1,6,6,1,56,society,False,False,business,53,8,0,15,49,13,2,66,True,False,True,False,1264,1030,2087,36,bank,False,0,0,6,1,2,0,False,none,13,20,3,10,10,5,3,0.8,notify,event,synthetic
4276,voice,True,111,22,51,False,False,False,False,False,False,False,True,False,False,False,0,personal,True,1,False,member,2,0,0,0,8,0,96,none,False,False,group,95,28,1,50,92,19,1,14,True,True,False,False,0,0,0,25,none,False,0,0,0,0,0,none,False,none,2,2,0,1,1,5,9,0.84,mute,promotion,synthetic
4277,none,False,201,10,15,True,True,True,False,False,False,False,False,False,False,False,1,business,False,6,False,none,1,0,1,1,1,0,16,none,True,True,business,2,0,0,0,45,21,3,49,True,False,True,False,4452,3484,5328,55,travel,False,6,6,8,1,2,none,False,travel_promotions_opted_out,10,10,4,4,4,5,6,0.81,digest,personal,synthetic
4278,none,False,37,14,37,True,False,False,False,False,False,False,False,False,False,False,0,business,True,12,False,admin,6,4,0,1,23,2,174,none,False,False,group,78,20,4,34,25,4,3,44,True,False,False,False,0,0,0,15,none,False,2,2,7,0,2,1,False,none,10,4,6,9,9,0,7,0.75,notify,payment,synthetic
4279,voice,False,177,14,30,False,False,False,False,False,False,False,False,False,False,False,0,business,True,2,False,member,3,3,1,7,76,1,428,family,False,False,group,75,22,1,8,39,5,1,46,True,False,False,False,0,0,0,25,none,False,0,0,5,0,1,none,False,none,1,0,5,12,12,5,8,0.75,notify,payment,synthetic
4280,none,True,170,19,33,True,False,False,False,True,False,False,False,False,False,False,0,business,False,13,False,member,1,0,0,0,4,0,62,none,True,True,business,10,8,0,0,116,40,1,13,True,True,True,False,4383,3422,5134,55,retail,True,0,0,5,0,1,none,False,none,18,11,8,3,3,5,-13,0.75,mute,scam,synthetic
4281,image,False,81,20,2,False,False,False,False,False,False,False,False,False,True,False,0,personal,True,16,False,none,13,7,10,4,18,2,154,college_students,False,False,group,95,28,1,36,114,26,1,20,True,False,False,False,0,0,0,1,none,True,0,0,7,0,2,none,False,none,11,6,6,3,3,3,-22,0.75,mute,forward,synthetic
4282,voice,True,113,22,22,False,True,False,False,False,True,False,False,False,False,False,0,group,True,10,True,member,5,8,2,9,240,3,956,society,False,False,personal,92,28,4,56,31,4,4,18,True,False,False,False,0,0,0,0,none,False,0,0,2,0,0,none,False,none,6,3,9,12,12,5,-5,0.77,digest,personal,synthetic
4283,none,True,193,9,29,True,False,False,False,False,False,False,False,False,False,False,0,group,False,1,False,none,1,0,0,0,0,0,6,none,False,False,group,16,17,2,3,34,6,2,37,True,False,True,False,66,52,264,30,none,False,1,1,7,5,2,none,False,delivery_expected_today,4,4,3,1,1,5,-1,0.76,notify,payment,synthetic
4284,none,False,123,19,50,False,False,False,False,False,False,True,False,False,False,False,0,group,False,4,False,member,2,0,1,0,0,0,0,none,True,False,business,17,24,3,21,37,11,1,27,True,False,False,False,26,21,357,53,credit_card,False,0,0,5,0,1,none,False,none,17,18,5,3,3,5,11,0.75,digest,personal,synthetic
4285,none,False,211,18,6,True,False,False,False,False,False,False,False,False,False,False,0,group,True,3,False,member,9,5,2,0,2,1,20,none,False,False,group,74,10,3,56,34,8,2,50,True,True,False,False,0,0,0,20,none,False,0,0,4,0,1,none,False,none,4,2,8,12,12,5,5,0.76,digest,personal,synthetic
4286,none,False,229,21,25,False,False,False,False,False,False,True,False,False,False,False,0,group,True,11,True,none,14,9,5,8,189,2,774,school_group,False,False,group,17,22,3,42,105,23,0,22,True,False,False,False,0,0,0,3,none,True,0,0,6,0,2,none,False,none,6,6,0,0,0,5,3,0.75,digest,event,synthetic
4287,none,False,216,14,8,False,False,False,False,False,False,False,False,False,True,False,0,group,True,5,False,none,6,9,5,2,173,1,688,society,False,False,group,88,20,1,34,90,24,3,15,True,False,True,False,0,0,0,10,none,False,0,0,4,0,1,none,False,none,21,17,5,3,3,5,-11,0.78,mute,promotion,synthetic
4288,none,False,181,17,10,False,True,False,False,False,False,False,False,False,False,False,0,group,True,3,False,admin,13,19,7,9,184,3,752,extended_family,False,False,group,96,28,4,57,107,20,0,15,True,False,False,False,0,0,0,0,none,False,0,0,2,0,1,none,False,none,12,5,4,11,11,5,5,0.78,mute,forward,synthetic
4289,image,True,146,17,54,False,False,False,False,True,False,True,True,False,False,False,0,group,False,1,False,member,2,0,1,0,11,0,126,society,False,True,business,42,12,0,10,111,37,4,13,True,False,False,True,3223,2532,3561,48,bank,True,3,3,7,5,2,0,False,food_promotions_opted_out,8,8,0,0,0,5,-3,0.82,notify,event,synthetic
4290,none,False,175,16,35,True,False,False,False,False,False,False,False,False,False,False,0,business,False,12,False,none,2,0,0,2,30,0,231,none,False,False,business,7,10,2,14,53,4,2,26,True,False,False,True,250,181,550,54,retail,False,1,1,7,1,2,0,False,none,5,0,2,11,11,5,-9,0.76,digest,personal,synthetic
4291,none,False,221,8,33,False,False,False,False,True,False,True,True,False,False,False,0,group,False,0,True,none,1,0,0,0,0,0,0,none,True,True,group,5,6,3,23,94,23,1,15,True,False,False,False,800,647,1423,48,none,False,6,6,8,0,2,none,False,none,1,0,1,9,9,5,9,0.75,notify,event,synthetic
4292,none,False,178,22,32,False,False,True,False,False,False,False,False,False,False,False,1,business,False,15,True,none,2,2,0,3,7,0,88,none,True,False,group,20,10,0,2,29,3,3,60,True,False,True,False,2210,1686,2238,49,bank,False,0,0,4,9,1,none,False,old_sale_subscription,14,8,5,17,17,5,9,0.93,digest,personal,synthetic
4293,none,False,62,12,23,False,False,False,False,False,False,False,False,False,False,False,0,business,True,0,False,member,9,10,1,9,209,2,832,college_faculty,True,False,business,63,24,4,55,21,3,4,54,True,False,False,False,0,0,0,10,none,False,0,0,1,0,0,none,False,none,0,0,4,5,5,0,6,0.75,mute,promotion,synthetic
4294,none,False,223,17,38,False,False,False,False,False,False,False,False,False,False,False,0,business,False,5,False,none,1,0,0,0,0,0,8,none,True,False,group,16,9,1,7,111,28,3,13,True,False,False,False,47,30,234,53,none,False,0,0,6,0,2,none,False,none,10,2,4,4,4,5,2,0.77,mute,forward,synthetic
4295,none,False,156,18,56,True,False,False,False,False,False,False,False,False,False,False,0,group,False,9,False,admin,3,1,2,0,1,0,24,society,False,False,group,60,23,1,4,115,41,0,13,True,False,False,False,0,0,1,32,none,False,0,0,3,0,1,none,False,none,22,22,8,1,1,5,-1,0.79,mute,scam,synthetic
4296,none,False,210,20,6,False,True,False,False,False,True,False,False,False,False,False,0,business,False,2,False,none,1,0,2,0,4,0,50,none,True,False,group,56,8,0,1,102,22,2,21,True,False,False,True,285,207,749,50,bank,False,1,1,8,0,2,none,False,none,4,2,5,8,8,5,-10,0.77,digest,personal,synthetic
4297,image,True,158,11,28,False,False,False,False,False,False,False,False,False,False,False,0,personal,True,2,False,none,2,0,0,1,2,0,36,society,True,False,personal,95,29,2,46,53,10,2,24,True,False,False,False,0,0,0,0,none,False,0,0,7,0,2,none,False,none,2,1,2,4,4,5,0,0.76,mute,forward,synthetic
4298,none,False,149,17,54,False,False,False,False,False,False,False,False,False,False,False,0,business,True,2,False,none,4,3,2,2,13,1,135,marketplace,False,False,business,23,14,1,1,101,23,1,23,True,False,False,False,479,340,1141,55,travel,False,0,0,3,0,1,none,False,none,7,7,4,1,1,1,2,0.77,digest,personal,synthetic
4299,none,True,229,10,40,True,False,False,False,False,False,False,True,False,True,False,0,business,False,0,False,none,3,1,2,0,0,0,2,society,True,False,business,49,23,1,2,91,29,0,37,True,False,False,True,619,483,1184,41,none,False,2,2,8,0,2,none,True,none,1,4,1,7,7,5,-1,0.76,notify,event,synthetic
4300,none,True,121,17,3,True,True,False,False,False,False,False,False,False,False,False,0,group,True,5,False,member,4,0,0,2,203,1,832,none,True,False,group,17,8,1,16,63,12,3,16,True,False,True,False,67,50,439,49,none,False,3,3,4,7,1,none,False,recent_grocery_delivery,3,9,7,11,11,0,-2,0.81,notify,urgent,synthetic
4301,image,False,142,18,23,False,False,False,False,False,False,False,False,False,True,False,0,personal,True,13,False,admin,8,18,3,9,241,4,963,college_students,False,False,group,97,28,3,53,99,19,1,14,True,False,False,False,0,0,0,0,none,False,0,0,4,0,1,none,False,none,5,9,3,2,2,5,-11,0.75,digest,personal,synthetic
4302,image,False,93,20,47,True,False,False,False,False,False,True,False,False,False,False,0,business,False,10,False,member,4,2,1,4,2,2,36,marketplace,False,False,group,60,29,3,9,52,20,2,60,True,False,False,False,0,0,0,40,none,False,0,0,0,0,0,none,False,none,20,20,8,6,6,0,3,0.75,notify,personal,synthetic
4303,image,False,132,9,53,False,False,False,False,False,False,False,False,False,True,False,0,personal,False,0,False,member,3,10,1,0,29,1,245,marketplace,False,False,group,95,30,4,48,45,8,0,49,True,False,False,False,0,0,0,2,none,False,0,0,1,0,0,none,True,none,5,11,1,2,2,5,0,0.87,notify,payment,synthetic
4304,none,True,106,11,51,False,True,False,False,False,False,False,False,False,False,False,0,group,True,14,True,admin,13,18,10,9,241,4,963,society,False,False,business,96,25,2,49,98,22,2,13,True,False,False,False,0,0,0,0,none,False,0,0,6,0,2,none,False,none,11,5,7,3,3,5,7,0.76,digest,greeting,synthetic
4305,none,False,206,20,55,False,True,False,False,False,True,False,False,False,True,False,0,business,True,2,False,none,13,15,10,1,225,1,884,marketplace,True,False,group,82,16,0,31,101,14,1,16,True,False,False,False,0,0,0,47,none,False,0,0,1,0,1,none,False,none,4,2,7,5,5,5,-1,0.92,notify,payment,synthetic
4306,none,False,169,22,52,False,False,False,False,False,False,False,False,False,False,False,0,group,True,14,False,member,9,9,7,9,196,3,779,local_food,False,False,business,73,25,4,33,92,25,3,14,True,False,False,False,0,0,0,20,none,False,0,0,0,0,0,none,False,none,16,11,7,7,7,5,-16,0.78,mute,forward,synthetic
4307,none,True,218,15,20,False,False,False,False,False,False,False,False,False,False,False,0,business,False,1,True,none,1,0,0,0,0,0,3,none,True,False,business,11,10,3,6,42,6,3,23,True,False,False,True,4049,3165,4746,54,none,False,5,5,8,0,2,none,False,none,1,0,2,13,13,5,2,0.76,digest,personal,synthetic
4308,none,False,171,16,26,False,False,False,False,False,True,False,False,False,False,False,0,personal,False,8,False,none,2,0,1,0,0,0,2,marketplace,False,True,business,37,21,3,23,100,22,3,15,True,False,False,True,0,0,15,38,bank,True,4,4,8,0,2,none,False,none,13,9,5,1,1,5,-16,0.75,digest,personal,synthetic
4309,none,False,87,21,6,False,False,False,False,False,True,False,False,True,False,False,0,group,True,0,False,member,6,12,1,7,171,1,746,society,False,True,group,27,10,0,19,92,7,0,22,True,False,False,False,305,263,853,37,none,False,1,1,6,0,2,none,False,prescription_refill,0,0,6,12,12,5,-4,0.94,digest,personal,synthetic
4310,none,False,195,17,3,True,True,False,False,False,False,True,False,False,False,False,0,group,False,4,False,none,4,2,4,7,162,1,699,society,False,False,business,57,28,4,32,91,17,2,20,True,False,False,False,0,0,0,4,none,False,0,0,4,0,2,none,False,none,3,4,2,0,0,5,-10,0.77,mute,forward,synthetic
4311,none,True,217,8,29,True,False,False,False,True,False,False,False,False,True,False,0,group,True,8,False,member,5,2,5,3,61,1,302,sports,False,False,group,96,24,3,43,96,36,1,18,True,False,False,False,0,0,0,12,none,False,0,0,5,0,2,none,False,none,14,6,5,0,0,5,-31,0.78,mute,scam,synthetic
4312,voice,True,117,14,17,True,False,False,False,False,False,False,False,False,False,False,0,group,False,3,False,none,1,0,0,2,0,0,13,none,False,False,group,35,17,2,22,23,5,2,24,True,False,True,False,4,4,77,41,none,False,2,2,7,0,2,0,False,none,3,1,3,4,5,5,-1,0.75,digest,personal,synthetic
4313,none,False,145,13,5,True,False,False,False,False,False,False,True,False,False,False,0,business,True,0,False,none,2,0,0,1,9,0,101,none,True,False,group,32,21,3,35,56,11,1,19,True,False,False,False,0,0,1,13,none,False,0,0,6,0,2,none,False,none,1,0,3,3,3,5,6,0.75,digest,personal,synthetic
4314,none,False,65,17,28,False,False,False,False,False,False,False,False,False,True,False,0,personal,True,8,False,member,3,1,3,6,115,0,497,marketplace,False,False,group,93,21,2,57,108,22,2,13,True,False,False,False,0,0,0,2,none,False,0,0,0,0,0,none,False,none,9,11,5,1,1,3,-26,0.95,notify,urgent,synthetic
4315,image,False,35,15,50,False,False,False,False,False,True,False,False,False,False,False,0,group,True,0,False,none,6,0,2,9,224,2,889,coworker,False,False,group,94,31,4,58,112,21,0,13,True,False,False,False,0,0,0,0,none,False,0,0,0,0,0,none,False,none,2,0,4,0,0,0,-19,0.75,notify,business_update,synthetic
4316,none,False,162,21,29,False,True,False,False,False,False,False,False,False,False,False,0,personal,False,1,False,admin,14,14,10,0,60,1,343,coworker,False,False,group,94,29,4,55,98,27,3,16,True,False,False,True,0,0,0,0,healthcare_product,False,0,0,5,0,2,none,False,none,8,5,0,0,0,5,5,0.76,digest,event,synthetic
4317,none,False,217,17,46,False,False,False,False,True,False,True,True,False,True,False,0,group,True,13,False,member,3,2,0,5,85,2,418,society,False,False,group,86,20,1,44,36,12,3,37,True,False,False,True,0,0,0,8,none,False,0,0,7,0,2,none,False,none,2,0,3,4,4,5,10,0.83,digest,personal,synthetic
4318,none,False,112,18,46,False,False,False,False,False,False,False,False,False,False,False,0,group,True,0,False,member,4,13,2,8,204,3,825,coworker,False,False,group,96,30,4,44,33,4,4,64,True,False,False,False,0,0,0,0,none,False,0,0,2,0,0,none,False,none,4,2,2,9,9,1,-17,0.75,notify,payment,synthetic
4319,none,False,149,12,44,False,True,False,False,False,False,True,False,False,False,False,0,business,False,13,False,none,3,0,5,0,0,0,0,none,True,True,group,4,13,0,1,115,30,0,19,True,False,True,True,4105,3223,4257,54,bank,True,7,7,8,6,2,0,True,old_sale_subscription,21,17,2,10,10,5,-3,0.78,digest,personal,synthetic
4320,none,True,218,17,47,True,True,False,False,False,False,False,False,False,False,True,0,business,True,4,False,member,3,0,1,0,6,0,70,none,True,False,business,28,13,1,4,27,8,3,31,True,False,True,False,1181,838,2120,55,payments,False,0,0,6,0,2,none,False,none,6,4,8,6,6,5,-2,0.75,notify,event,synthetic
4321,none,False,62,20,49,False,True,False,False,False,True,True,False,False,False,False,0,group,True,12,False,admin,19,15,10,4,230,3,921,coworker,False,False,group,96,31,4,57,78,22,4,14,True,False,False,False,0,0,0,0,none,False,0,0,1,0,2,none,False,none,20,20,7,0,0,0,8,0.75,notify,event,synthetic
4322,none,False,229,16,42,True,False,False,False,False,False,False,False,False,True,False,0,business,True,20,False,admin,26,19,12,0,135,4,579,extended_family,False,False,group,83,25,1,17,105,40,0,28,True,True,False,False,0,0,0,39,none,False,0,0,3,0,1,none,False,none,23,23,7,10,10,5,4,0.78,digest,personal,synthetic
4323,none,False,118,8,22,False,False,False,False,False,False,False,False,False,False,True,0,group,True,2,False,none,5,4,1,0,4,1,54,family,False,False,personal,96,26,1,54,106,31,1,17,True,False,False,False,0,0,0,1,none,False,0,0,4,0,2,none,False,none,19,17,5,3,3,5,-6,0.75,notify,urgent,synthetic
4324,image,False,172,13,18,False,False,True,False,False,False,False,False,False,False,False,1,group,True,16,False,admin,11,13,7,9,241,3,962,society,False,False,group,96,26,4,51,68,10,3,14,True,False,False,False,0,0,0,0,none,False,0,0,0,0,1,none,False,none,14,9,8,3,3,5,-26,0.75,mute,scam,synthetic
4325,none,False,177,17,29,False,False,False,False,False,False,False,False,False,False,False,0,group,True,19,False,member,14,12,11,1,3,3,41,college_students,False,False,group,90,29,3,10,111,36,2,15,True,False,False,False,0,0,0,16,none,False,0,0,6,0,2,none,False,none,22,22,1,0,0,5,9,0.75,mute,promotion,synthetic
4326,none,True,219,18,38,False,False,False,False,False,False,False,True,False,False,False,0,group,True,13,False,member,11,13,6,0,149,2,687,marketplace,False,False,group,81,29,1,11,116,37,0,13,True,False,False,False,0,0,0,4,none,False,0,0,5,0,2,none,True,none,21,22,1,10,10,5,5,0.77,digest,business_update,synthetic
4327,none,False,207,15,45,True,False,False,False,False,True,True,False,True,False,False,0,group,False,15,False,member,6,9,7,0,1,0,27,marketplace,False,False,group,90,26,2,21,65,8,2,34,True,False,False,False,0,0,0,16,none,False,0,0,4,0,2,none,False,none,7,4,3,1,1,5,5,0.92,digest,personal,synthetic
4328,image,False,105,15,39,False,False,False,False,False,False,False,False,False,False,False,0,group,False,1,False,member,9,17,8,1,4,1,57,coworker,False,False,group,94,30,1,34,83,16,1,77,True,False,False,False,0,0,0,4,none,False,0,0,7,0,2,none,False,old_retail_coupon_list,4,4,1,2,2,4,6,0.75,notify,event,synthetic
4329,none,False,119,22,20,False,False,False,False,False,False,True,False,False,False,False,0,group,False,14,False,none,2,1,4,3,0,2,9,local_food,False,False,group,84,31,4,12,36,13,4,24,True,False,False,False,0,0,0,12,healthcare,False,0,0,1,0,1,none,True,none,20,16,1,0,0,4,9,0.75,mute,payment,synthetic
4330,voice,False,121,16,49,False,True,False,False,False,False,False,False,False,False,False,0,group,False,6,True,member,6,5,1,9,231,3,923,society,False,False,group,84,23,4,39,80,9,0,21,True,False,False,False,0,0,0,7,none,False,0,0,2,0,1,none,False,none,14,3,6,5,5,0,7,0.77,digest,personal,synthetic
4331,none,False,227,9,3,False,False,False,False,False,False,False,True,False,True,False,0,group,True,4,False,member,5,1,0,1,9,1,80,marketplace,False,False,personal,89,24,4,56,32,10,3,38,True,False,False,False,0,0,0,1,none,False,0,0,6,0,2,none,False,none,13,13,5,10,10,5,-2,0.78,mute,payment,synthetic
4332,none,False,227,14,49,True,False,False,False,True,False,False,True,False,False,False,0,group,False,1,False,none,1,0,0,0,0,0,0,none,False,False,group,21,11,1,8,56,21,1,32,True,False,False,False,244,186,919,55,none,False,0,0,4,0,2,none,True,none,4,4,7,10,10,5,2,0.78,mute,forward,synthetic
4333,none,False,206,15,56,False,False,False,False,False,False,True,False,False,False,False,0,group,False,2,False,none,12,12,6,0,10,0,90,none,False,False,group,76,23,1,50,101,37,2,20,True,False,False,False,0,0,0,30,none,False,0,0,1,0,1,none,False,none,14,21,6,3,3,5,10,0.83,digest,greeting,synthetic
